fecha;material;cantidad
2/01/2015;BANDEJAS;1
14/01/2015;FIBRA OPTICA DE 48 HILOS;80
19/01/2015;MUFAS PUP;1
2/02/2015;FIBRA OPTICA DE 48 HILOS;200
19/02/2015;MUFAS PUP;1
28/02/2015;FIBRA OPTICA DE 48 HILOS;88
28/02/2015;BANDEJAS;2
15/03/2015;BANDEJAS;2
17/03/2015;MUFAS PUP;1
17/03/2015;BANDEJAS;4
17/03/2015;BANDEJAS;4
17/03/2015;MUFAS PUP;1
18/03/2015;BANDEJAS;4
18/03/2015;MUFAS PUP;1
19/03/2015;BANDEJAS;16
19/03/2015;MUFAS PUP;4
19/03/2015;FIBRA OPTICA DE 48 HILOS;425
19/03/2015;BANDEJAS;2
19/03/2015;BANDEJAS;8
19/03/2015;MUFAS PUP;2
20/03/2015;MUFAS PUP;1
20/03/2015;BANDEJAS;1
20/03/2015;CRUCETAS;1
20/03/2015;FIBRA OPTICA DE 48 HILOS;146
20/03/2015;BANDEJAS;1
20/03/2015;BANDEJAS;1
20/03/2015;CRUCETAS;4
20/03/2015;BANDEJAS;2
21/03/2015;BANDEJAS;1
21/03/2015;MUFAS PUP;2
21/03/2015;BANDEJAS;2
22/03/2015;BANDEJAS;4
22/03/2015;MUFAS PUP;1
22/03/2015;CRUCETAS;1
22/03/2015;BANDEJAS;4
22/03/2015;MUFAS PUP;1
22/03/2015;CRUCETAS;1
22/03/2015;FIBRA OPTICA DE 48 HILOS;143
22/03/2015;MUFAS PUP;2
22/03/2015;BANDEJAS;8
22/03/2015;FIBRA OPTICA DE 48 HILOS;228
22/03/2015;MUFAS PUP;2
22/03/2015;BANDEJAS;8
22/03/2015;FIBRA OPTICA DE 48 HILOS;228
22/03/2015;CRUCETAS;1
22/03/2015;MUFAS PUP;1
22/03/2015;BANDEJAS;3
23/03/2015;BANDEJAS;4
23/03/2015;MUFAS PUP;1
25/03/2015;BANDEJAS;17
26/03/2015;MUFAS PUP;5
26/03/2015;FIBRA OPTICA DE 48 HILOS;521
26/03/2015;MUFAS PUP;6
26/03/2015;BANDEJAS;3
26/03/2015;BANDEJAS;17
26/03/2015;FIBRA OPTICA DE 48 HILOS;111
26/03/2015;CRUCETAS;3
28/03/2015;BANDEJAS;1
28/03/2015;MUFAS PUP;1
28/03/2015;BANDEJAS;2
29/03/2015;MUFAS PUP;4
29/03/2015;MUFAS PUP;1
29/03/2015;BANDEJAS;6
29/03/2015;FIBRA OPTICA DE 48 HILOS;300
30/03/2015;BANDEJAS;14
30/03/2015;MUFAS PUP;3
30/03/2015;BANDEJAS;12
30/03/2015;FIBRA OPTICA DE 48 HILOS;38
30/03/2015;MUFAS PUP;1
30/03/2015;BANDEJAS;4
30/03/2015;FIBRA OPTICA DE 48 HILOS;139
30/03/2015;MUFAS PUP;2
30/03/2015;BANDEJAS;8
31/03/2015;MUFAS PUP;3
31/03/2015;BANDEJAS;2
31/03/2015;FIBRA OPTICA DE 48 HILOS;150
1/04/2015;BANDEJAS;9
1/04/2015;FIBRA OPTICA DE 48 HILOS;550
1/04/2015;FIBRA OPTICA DE 48 HILOS;500
1/04/2015;MUFAS PUP;2
1/04/2015;BANDEJAS;8
2/04/2015;BANDEJAS;4
3/04/2015;MUFAS PUP;1
3/04/2015;MUFAS PUP;1
4/04/2015;CRUCETAS;2
5/04/2015;BANDEJAS;8
5/04/2015;BANDEJAS;4
6/04/2015;MUFAS PUP;2
6/04/2015;MUFAS PUP;1
6/04/2015;MUFAS PUP;1
6/04/2015;BANDEJAS;1
7/04/2015;FIBRA OPTICA DE 48 HILOS;370
9/04/2015;CRUCETAS;1
10/04/2015;CRUCETAS;1
10/04/2015;MUFAS PUP;2
10/04/2015;BANDEJAS;8
10/04/2015;CRUCETAS;2
10/04/2015;FIBRA OPTICA DE 48 HILOS;300
10/04/2015;MUFAS PUP;1
10/04/2015;BANDEJAS;1
10/04/2015;MUFAS PUP;1
10/04/2015;MUFAS PUP;1
10/04/2015;BANDEJAS;7
10/04/2015;FIBRA OPTICA DE 48 HILOS;300
10/04/2015;BANDEJAS;2
10/04/2015;FIBRA OPTICA DE 48 HILOS;166
11/04/2015;MUFAS PUP;1
12/04/2015;BANDEJAS;2
12/04/2015;FIBRA OPTICA DE 48 HILOS;200
12/04/2015;MUFAS PUP;2
12/04/2015;BANDEJAS;8
13/04/2015;FIBRA OPTICA DE 48 HILOS;350
13/04/2015;FIBRA OPTICA DE 48 HILOS;145
13/04/2015;MUFAS PUP;2
13/04/2015;BANDEJAS;8
13/04/2015;BANDEJAS;2
13/04/2015;FIBRA OPTICA DE 48 HILOS;250
14/04/2015;BANDEJAS;4
14/04/2015;FIBRA OPTICA DE 48 HILOS;170
14/04/2015;BANDEJAS;2
14/04/2015;BANDEJAS;1
14/04/2015;MUFAS PUP;2
14/04/2015;CRUCETAS;2
15/04/2015;BANDEJAS;7
15/04/2015;MUFAS PUP;2
15/04/2015;BANDEJAS;1
15/04/2015;FIBRA OPTICA DE 48 HILOS;300
15/04/2015;BANDEJAS;4
15/04/2015;MUFAS PUP;1
15/04/2015;MUFAS PUP;1
15/04/2015;BANDEJAS;2
15/04/2015;BANDEJAS;2
15/04/2015;MUFAS PUP;1
15/04/2015;BANDEJAS;2
17/04/2015;FIBRA OPTICA DE 48 HILOS;143
17/04/2015;BANDEJAS;8
17/04/2015;MUFAS PUP;2
17/04/2015;CRUCETAS;2
17/04/2015;FIBRA OPTICA DE 48 HILOS;290
18/04/2015;BANDEJAS;1
18/04/2015;MUFAS PUP;1
18/04/2015;MUFAS PUP;2
18/04/2015;BANDEJAS;4
18/04/2015;FIBRA OPTICA DE 48 HILOS;371
18/04/2015;MUFAS PUP;1
18/04/2015;BANDEJAS;2
18/04/2015;BANDEJAS;2
19/04/2015;BANDEJAS;2
19/04/2015;BANDEJAS;1
20/04/2015;MUFAS PUP;1
20/04/2015;BANDEJAS;4
20/04/2015;CRUCETAS;1
20/04/2015;BANDEJAS;1
20/04/2015;BANDEJAS;1
22/04/2015;BANDEJAS;2
23/04/2015;FIBRA OPTICA DE 48 HILOS;297
23/04/2015;BANDEJAS;1
24/04/2015;MUFAS PUP;2
24/04/2015;MUFAS PUP;1
24/04/2015;BANDEJAS;6
24/04/2015;CRUCETAS;1
25/04/2015;BANDEJAS;8
25/04/2015;BANDEJAS;2
25/04/2015;FIBRA OPTICA DE 48 HILOS;135
25/04/2015;MUFAS PUP;2
25/04/2015;BANDEJAS;8
25/04/2015;FIBRA OPTICA DE 48 HILOS;168
26/04/2015;FIBRA OPTICA DE 48 HILOS;202
27/04/2015;MUFAS PUP;1
27/04/2015;BANDEJAS;4
27/04/2015;FIBRA OPTICA DE 48 HILOS;700
27/04/2015;MUFAS PUP;2
27/04/2015;BANDEJAS;8
27/04/2015;CRUCETAS;1
28/04/2015;BANDEJAS;2
28/04/2015;MUFAS PUP;3
28/04/2015;BANDEJAS;10
28/04/2015;CRUCETAS;3
28/04/2015;FIBRA OPTICA DE 48 HILOS;366
28/04/2015;FIBRA OPTICA DE 48 HILOS;300
28/04/2015;BANDEJAS;8
28/04/2015;MUFAS PUP;1
28/04/2015;BANDEJAS;1
28/04/2015;CRUCETAS;1
28/04/2015;MUFAS PUP;2
28/04/2015;BANDEJAS;1
29/04/2015;MUFAS PUP;1
29/04/2015;BANDEJAS;4
29/04/2015;CRUCETAS;1
29/04/2015;BANDEJAS;1
29/04/2015;MUFAS PUP;2
29/04/2015;FIBRA OPTICA DE 48 HILOS;200
29/04/2015;BANDEJAS;2
29/04/2015;FIBRA OPTICA DE 48 HILOS;135
29/04/2015;BANDEJAS;2
29/04/2015;FIBRA OPTICA DE 48 HILOS;110
29/04/2015;BANDEJAS;1
30/04/2015;BANDEJAS;4
30/04/2015;BANDEJAS;1
30/04/2015;MUFAS PUP;1
30/04/2015;MUFAS PUP;1
30/04/2015;BANDEJAS;4
1/05/2015;FIBRA OPTICA DE 48 HILOS;130
2/05/2015;BANDEJAS;4
2/05/2015;CRUCETAS;1
2/05/2015;MUFAS PUP;1
2/05/2015;BANDEJAS;4
3/05/2015;MUFAS PUP;1
3/05/2015;FIBRA OPTICA DE 48 HILOS;200
3/05/2015;CRUCETAS;2
3/05/2015;BANDEJAS;2
3/05/2015;CRUCETAS;1
3/05/2015;BANDEJAS;4
3/05/2015;MUFAS PUP;1
4/05/2015;BANDEJAS;2
4/05/2015;FIBRA OPTICA DE 48 HILOS;700
4/05/2015;MUFAS PUP;1
4/05/2015;BANDEJAS;4
4/05/2015;CRUCETAS;1
4/05/2015;FIBRA OPTICA DE 48 HILOS;125
5/05/2015;MUFAS PUP;2
6/05/2015;BANDEJAS;2
7/05/2015;FIBRA OPTICA DE 48 HILOS;500
7/05/2015;MUFAS PUP;1
7/05/2015;BANDEJAS;4
7/05/2015;BANDEJAS;4
7/05/2015;FIBRA OPTICA DE 48 HILOS;400
7/05/2015;FIBRA OPTICA DE 48 HILOS;120
7/05/2015;BANDEJAS;4
7/05/2015;BANDEJAS;1
7/05/2015;BANDEJAS;16
7/05/2015;MUFAS PUP;4
7/05/2015;BANDEJAS;2
8/05/2015;MUFAS PUP;1
8/05/2015;BANDEJAS;1
8/05/2015;BANDEJAS;2
8/05/2015;BANDEJAS;1
8/05/2015;BANDEJAS;1
8/05/2015;BANDEJAS;1
8/05/2015;BANDEJAS;1
8/05/2015;CRUCETAS;2
8/05/2015;BANDEJAS;8
8/05/2015;FIBRA OPTICA DE 48 HILOS;150
8/05/2015;MUFAS PUP;2
9/05/2015;CRUCETAS;1
9/05/2015;BANDEJAS;2
9/05/2015;BANDEJAS;1
9/05/2015;FIBRA OPTICA DE 48 HILOS;154
10/05/2015;BANDEJAS;4
10/05/2015;FIBRA OPTICA DE 48 HILOS;86
10/05/2015;BANDEJAS;4
11/05/2015;FIBRA OPTICA DE 48 HILOS;500
11/05/2015;BANDEJAS;4
11/05/2015;BANDEJAS;1
11/05/2015;FIBRA OPTICA DE 48 HILOS;120
13/05/2015;BANDEJAS;8
13/05/2015;BANDEJAS;1
14/05/2015;MUFAS PUP;2
14/05/2015;FIBRA OPTICA DE 48 HILOS;166
14/05/2015;BANDEJAS;4
14/05/2015;FIBRA OPTICA DE 48 HILOS;176
14/05/2015;MUFAS PUP;2
14/05/2015;BANDEJAS;8
14/05/2015;CRUCETAS;1
14/05/2015;MUFAS PUP;1
14/05/2015;BANDEJAS;2
14/05/2015;CRUCETAS;1
14/05/2015;FIBRA OPTICA DE 48 HILOS;271
15/05/2015;FIBRA OPTICA DE 48 HILOS;500
16/05/2015;FIBRA OPTICA DE 48 HILOS;500
16/05/2015;BANDEJAS;4
16/05/2015;MUFAS PUP;1
16/05/2015;CRUCETAS;2
16/05/2015;BANDEJAS;8
16/05/2015;MUFAS PUP;2
16/05/2015;FIBRA OPTICA DE 48 HILOS;180
16/05/2015;BANDEJAS;4
16/05/2015;FIBRA OPTICA DE 48 HILOS;141
16/05/2015;FIBRA OPTICA DE 48 HILOS;153
16/05/2015;MUFAS PUP;1
16/05/2015;BANDEJAS;4
16/05/2015;CRUCETAS;2
16/05/2015;MUFAS PUP;1
16/05/2015;BANDEJAS;4
17/05/2015;BANDEJAS;2
18/05/2015;CRUCETAS;3
18/05/2015;FIBRA OPTICA DE 48 HILOS;380
18/05/2015;BANDEJAS;4
18/05/2015;MUFAS PUP;1
18/05/2015;CRUCETAS;1
18/05/2015;FIBRA OPTICA DE 48 HILOS;111
18/05/2015;BANDEJAS;2
19/05/2015;FIBRA OPTICA DE 48 HILOS;400
19/05/2015;FIBRA OPTICA DE 48 HILOS;81
19/05/2015;BANDEJAS;4
19/05/2015;BANDEJAS;4
19/05/2015;MUFAS PUP;1
19/05/2015;BANDEJAS;4
19/05/2015;MUFAS PUP;1
19/05/2015;BANDEJAS;1
19/05/2015;FIBRA OPTICA DE 48 HILOS;299
20/05/2015;BANDEJAS;8
20/05/2015;BANDEJAS;2
20/05/2015;BANDEJAS;2
21/05/2015;MUFAS PUP;1
21/05/2015;BANDEJAS;4
22/05/2015;MUFAS PUP;1
22/05/2015;MUFAS PUP;1
22/05/2015;BANDEJAS;4
22/05/2015;BANDEJAS;1
22/05/2015;BANDEJAS;2
22/05/2015;BANDEJAS;1
22/05/2015;FIBRA OPTICA DE 48 HILOS;60
22/05/2015;BANDEJAS;4
22/05/2015;FIBRA OPTICA DE 48 HILOS;105
23/05/2015;BANDEJAS;4
24/05/2015;MUFAS PUP;2
24/05/2015;BANDEJAS;4
25/05/2015;BANDEJAS;1
25/05/2015;BANDEJAS;3
25/05/2015;MUFAS PUP;1
26/05/2015;BANDEJAS;1
26/05/2015;MUFAS PUP;1
26/05/2015;BANDEJAS;2
27/05/2015;MUFAS PUP;2
27/05/2015;BANDEJAS;6
27/05/2015;BANDEJAS;2
27/05/2015;BANDEJAS;2
27/05/2015;FIBRA OPTICA DE 48 HILOS;60
27/05/2015;BANDEJAS;4
28/05/2015;BANDEJAS;4
28/05/2015;MUFAS PUP;1
30/05/2015;MUFAS PUP;1
30/05/2015;BANDEJAS;1
30/05/2015;BANDEJAS;3
30/05/2015;BANDEJAS;8
30/05/2015;FIBRA OPTICA DE 48 HILOS;140
31/05/2015;BANDEJAS;1
31/05/2015;BANDEJAS;1
1/06/2015;BANDEJAS;1
1/06/2015;BANDEJAS;2
1/06/2015;MUFAS PUP;1
2/06/2015;BANDEJAS;2
2/06/2015;FIBRA OPTICA DE 48 HILOS;178
3/06/2015;FIBRA OPTICA DE 48 HILOS;336
3/06/2015;CRUCETAS;2
3/06/2015;BANDEJAS;6
3/06/2015;MUFAS PUP;3
3/06/2015;BANDEJAS;1
4/06/2015;BANDEJAS;2
4/06/2015;FIBRA OPTICA DE 48 HILOS;158
4/06/2015;MUFAS PUP;2
4/06/2015;BANDEJAS;2
4/06/2015;FIBRA OPTICA DE 48 HILOS;113
4/06/2015;MUFAS PUP;2
4/06/2015;BANDEJAS;8
4/06/2015;CRUCETAS;2
4/06/2015;FIBRA OPTICA DE 48 HILOS;463
4/06/2015;MUFAS PUP;1
4/06/2015;BANDEJAS;4
4/06/2015;MUFAS PUP;1
4/06/2015;MUFAS PUP;1
4/06/2015;BANDEJAS;1
4/06/2015;BANDEJAS;1
4/06/2015;BANDEJAS;4
4/06/2015;MUFAS PUP;1
4/06/2015;BANDEJAS;4
4/06/2015;BANDEJAS;2
4/06/2015;BANDEJAS;2
4/06/2015;MUFAS PUP;1
4/06/2015;BANDEJAS;4
4/06/2015;BANDEJAS;1
4/06/2015;BANDEJAS;1
4/06/2015;CRUCETAS;12
4/06/2015;BANDEJAS;2
4/06/2015;MUFAS PUP;1
4/06/2015;BANDEJAS;4
4/06/2015;CRUCETAS;1
4/06/2015;MUFAS PUP;2
4/06/2015;BANDEJAS;2
4/06/2015;CRUCETAS;1
4/06/2015;MUFAS PUP;1
4/06/2015;BANDEJAS;8
4/06/2015;FIBRA OPTICA DE 48 HILOS;197
5/06/2015;FIBRA OPTICA DE 48 HILOS;167
5/06/2015;FIBRA OPTICA DE 48 HILOS;1500
5/06/2015;CRUCETAS;1
5/06/2015;BANDEJAS;4
5/06/2015;BANDEJAS;12
5/06/2015;FIBRA OPTICA DE 48 HILOS;223
5/06/2015;BANDEJAS;2
5/06/2015;FIBRA OPTICA DE 48 HILOS;238
6/06/2015;BANDEJAS;4
6/06/2015;FIBRA OPTICA DE 48 HILOS;310
6/06/2015;BANDEJAS;4
6/06/2015;MUFAS PUP;1
6/06/2015;FIBRA OPTICA DE 48 HILOS;122
10/06/2015;CRUCETAS;1
10/06/2015;BANDEJAS;6
10/06/2015;FIBRA OPTICA DE 48 HILOS;250
10/06/2015;FIBRA OPTICA DE 48 HILOS;84
10/06/2015;BANDEJAS;4
10/06/2015;BANDEJAS;2
10/06/2015;MUFAS PUP;1
11/06/2015;BANDEJAS;2
11/06/2015;CRUCETAS;1
12/06/2015;FIBRA OPTICA DE 48 HILOS;983
12/06/2015;BANDEJAS;6
13/06/2015;CRUCETAS;1
13/06/2015;BANDEJAS;4
13/06/2015;BANDEJAS;2
13/06/2015;BANDEJAS;2
13/06/2015;MUFAS PUP;2
13/06/2015;BANDEJAS;4
13/06/2015;FIBRA OPTICA DE 48 HILOS;250
15/06/2015;MUFAS PUP;2
15/06/2015;BANDEJAS;2
16/06/2015;BANDEJAS;1
16/06/2015;BANDEJAS;1
16/06/2015;MUFAS PUP;2
16/06/2015;BANDEJAS;2
16/06/2015;BANDEJAS;1
17/06/2015;MUFAS PUP;1
17/06/2015;BANDEJAS;4
18/06/2015;BANDEJAS;4
18/06/2015;FIBRA OPTICA DE 48 HILOS;303
20/06/2015;FIBRA OPTICA DE 48 HILOS;380
20/06/2015;BANDEJAS;2
20/06/2015;BANDEJAS;4
23/06/2015;BANDEJAS;2
23/06/2015;FIBRA OPTICA DE 48 HILOS;50
24/06/2015;MUFAS PUP;1
25/06/2015;BANDEJAS;1
25/06/2015;BANDEJAS;2
25/06/2015;BANDEJAS;2
25/06/2015;FIBRA OPTICA DE 48 HILOS;50
25/06/2015;FIBRA OPTICA DE 48 HILOS;210
26/06/2015;BANDEJAS;1
26/06/2015;CRUCETAS;1
26/06/2015;BANDEJAS;4
27/06/2015;BANDEJAS;1
27/06/2015;MUFAS PUP;1
27/06/2015;BANDEJAS;4
27/06/2015;BANDEJAS;1
27/06/2015;BANDEJAS;2
27/06/2015;BANDEJAS;4
29/06/2015;BANDEJAS;1
29/06/2015;MUFAS PUP;1
29/06/2015;BANDEJAS;2
1/07/2015;MUFAS PUP;1
1/07/2015;BANDEJAS;1
1/07/2015;BANDEJAS;4
2/07/2015;MUFAS PUP;1
2/07/2015;BANDEJAS;4
3/07/2015;BANDEJAS;8
3/07/2015;MUFAS PUP;2
3/07/2015;FIBRA OPTICA DE 48 HILOS;300
4/07/2015;MUFAS PUP;4
4/07/2015;BANDEJAS;16
4/07/2015;FIBRA OPTICA DE 48 HILOS;539
7/07/2015;FIBRA OPTICA DE 48 HILOS;300
7/07/2015;MUFAS PUP;1
7/07/2015;BANDEJAS;1
7/07/2015;MUFAS PUP;1
7/07/2015;BANDEJAS;4
10/07/2015;MUFAS PUP;1
10/07/2015;BANDEJAS;1
11/07/2015;BANDEJAS;1
11/07/2015;MUFAS PUP;1
11/07/2015;BANDEJAS;1
11/07/2015;MUFAS PUP;1
11/07/2015;BANDEJAS;1
12/07/2015;MUFAS PUP;1
12/07/2015;BANDEJAS;4
12/07/2015;MUFAS PUP;1
12/07/2015;BANDEJAS;4
13/07/2015;FIBRA OPTICA DE 48 HILOS;595
13/07/2015;MUFAS PUP;1
13/07/2015;BANDEJAS;5
13/07/2015;FIBRA OPTICA DE 48 HILOS;2000
13/07/2015;BANDEJAS;2
14/07/2015;BANDEJAS;4
14/07/2015;MUFAS PUP;1
14/07/2015;BANDEJAS;8
14/07/2015;MUFAS PUP;2
14/07/2015;FIBRA OPTICA DE 48 HILOS;250
14/07/2015;CRUCETAS;2
15/07/2015;FIBRA OPTICA DE 48 HILOS;823
15/07/2015;MUFAS PUP;1
15/07/2015;BANDEJAS;4
15/07/2015;BANDEJAS;1
16/07/2015;MUFAS PUP;1
16/07/2015;BANDEJAS;1
19/07/2015;FIBRA OPTICA DE 48 HILOS;300
19/07/2015;BANDEJAS;1
19/07/2015;BANDEJAS;3
19/07/2015;CRUCETAS;1
20/07/2015;MUFAS PUP;2
20/07/2015;BANDEJAS;8
20/07/2015;FIBRA OPTICA DE 48 HILOS;93
21/07/2015;BANDEJAS;1
22/07/2015;BANDEJAS;4
23/07/2015;MUFAS PUP;1
23/07/2015;MUFAS PUP;1
23/07/2015;BANDEJAS;1
25/07/2015;FIBRA OPTICA DE 48 HILOS;115
25/07/2015;BANDEJAS;5
25/07/2015;MUFAS PUP;1
26/07/2015;MUFAS PUP;2
26/07/2015;FIBRA OPTICA DE 48 HILOS;150
26/07/2015;BANDEJAS;8
27/07/2015;MUFAS PUP;1
27/07/2015;BANDEJAS;4
27/07/2015;CRUCETAS;1
29/07/2015;BANDEJAS;2
29/07/2015;CRUCETAS;1
30/07/2015;BANDEJAS;2
30/07/2015;BANDEJAS;8
30/07/2015;MUFAS PUP;2
30/07/2015;FIBRA OPTICA DE 48 HILOS;350
30/07/2015;CRUCETAS;1
30/07/2015;MUFAS PUP;1
30/07/2015;BANDEJAS;4
30/07/2015;MUFAS PUP;1
30/07/2015;BANDEJAS;1
31/07/2015;BANDEJAS;2
31/07/2015;MUFAS PUP;2
31/07/2015;BANDEJAS;8
31/07/2015;FIBRA OPTICA DE 48 HILOS;195
1/08/2015;FIBRA OPTICA DE 48 HILOS;200
1/08/2015;CRUCETAS;1
1/08/2015;BANDEJAS;8
1/08/2015;MUFAS PUP;2
1/08/2015;MUFAS PUP;1
1/08/2015;FIBRA OPTICA DE 48 HILOS;400
2/08/2015;FIBRA OPTICA DE 48 HILOS;200
2/08/2015;CRUCETAS;1
2/08/2015;BANDEJAS;4
2/08/2015;MUFAS PUP;1
2/08/2015;FIBRA OPTICA DE 48 HILOS;500
2/08/2015;MUFAS PUP;4
3/08/2015;MUFAS PUP;2
3/08/2015;BANDEJAS;2
3/08/2015;FIBRA OPTICA DE 48 HILOS;150
3/08/2015;MUFAS PUP;1
3/08/2015;BANDEJAS;4
4/08/2015;MUFAS PUP;2
4/08/2015;BANDEJAS;8
4/08/2015;FIBRA OPTICA DE 48 HILOS;105
4/08/2015;FIBRA OPTICA DE 48 HILOS;714
4/08/2015;FIBRA OPTICA DE 48 HILOS;700
5/08/2015;MUFAS PUP;2
5/08/2015;BANDEJAS;7
5/08/2015;FIBRA OPTICA DE 48 HILOS;142
5/08/2015;FIBRA OPTICA DE 48 HILOS;200
5/08/2015;CRUCETAS;2
5/08/2015;BANDEJAS;8
5/08/2015;MUFAS PUP;2
5/08/2015;MUFAS PUP;2
6/08/2015;MUFAS PUP;1
6/08/2015;BANDEJAS;4
6/08/2015;BANDEJAS;1
6/08/2015;MUFAS PUP;1
6/08/2015;BANDEJAS;2
7/08/2015;BANDEJAS;1
7/08/2015;FIBRA OPTICA DE 48 HILOS;280
7/08/2015;CRUCETAS;1
7/08/2015;BANDEJAS;4
7/08/2015;MUFAS PUP;1
7/08/2015;MUFAS PUP;1
7/08/2015;BANDEJAS;4
7/08/2015;MUFAS PUP;1
7/08/2015;BANDEJAS;1
8/08/2015;FIBRA OPTICA DE 48 HILOS;120
8/08/2015;BANDEJAS;8
8/08/2015;MUFAS PUP;2
8/08/2015;BANDEJAS;4
8/08/2015;MUFAS PUP;1
10/08/2015;FIBRA OPTICA DE 48 HILOS;250
10/08/2015;MUFAS PUP;2
